"","Allocated.Time","Web.or.Phone","Answered.by.specialist","Holiday.Type","Accom.type","Dep.Airport","Lead.Time","Destination","Duration","Adults","Children","Transport.Type","Answered.Q","Notes.Completed","Title","Enquiry.Comments","Booked.Status","EnquiryYear","EnquiryMonth","EnquiryDay","EnquiryWeekday","DepYear","DepMonth","DepDay","DepWeekday","Enquiry.Timecat","Enquiry.Time_class","DepartureSeason","Gender"
"850","Extremely Fast","WEB","1","E","None","Lon Gat",12," AB",7,3,0,"None Required","YES","NO","Mrs","YES","0","2018","11",28,"Wednesday","2019","2",19,"Tuesday","Closed","morning","winter","F"
"851","Slow","WEB","0","A","grade2","Lon Gat",52," AA Resort",14,2,0,"B","YES","YES","Miss","YES","0","2018","11",28,"Wednesday","2019","11",25,"Monday","Business_Hour","morning","fall","F"
"852","Extremely Fast","PHONE","0","A","grade2","Lon Gat",47," AA Resort",7,7,2,"B","YES","YES","Mrs","YES","1","2018","11",29,"Thursday","2019","10",20,"Sunday","Business_Hour","morning","fall","F"
"853","Extremely Fast","PHONE","0","A","grade1","Lon Gat",90," PP Area",14,2,2,"A","YES","NO","Mrs","YES","1","2018","11",29,"Thursday","2020","8",19,"Wednesday","Closed","morning","summer","F"
"854","Slow","WEB","1","B","grade2","Lon Heathrow",34," SF",12,4,0,"None Required","YES","NO","Miss","YES","0","2018","12",1,"Saturday","2019","7",24,"Wednesday","Business_Hour","morning","summer","F"
"855","Slow","WEB","1","A","grade2","Lon Gat",39," AB",14,5,0,"B","YES","NO","Mr","YES","0","2018","12",6,"Thursday","2019","9",7,"Saturday","Closed","morning","fall","M"
"856","Slow","WEB","0","B","grade2","BH",8," LV",14,2,0,"None Required","YES","NO","Miss","YES","0","2018","12",10,"Monday","2019","2",5,"Tuesday","Business_Hour","afternoon","winter","F"
"857","Extremely Fast","PHONE","0","A","grade1","MCH",35," JH Area",14,4,1,"A","YES","NO","Mrs","NO","1","2018","12",12,"Wednesday","2019","8",13,"Tuesday","Business_Hour","morning","summer","F"
"858","Fast","PHONE","1","A","grade1","MCH",72," AB",21,2,2,"A","YES","NO","Mrs","NO","1","2018","12",26,"Wednesday","2020","5",16,"Saturday","Business_Hour","afternoon","spring","F"
"859","Extremely Fast","PHONE","1","A","grade1","Lon Gat",30," PP Area",16,6,4,"A","YES","NO","Mrs","YES","1","2018","12",26,"Wednesday","2019","7",24,"Wednesday","Business_Hour","afternoon","summer","F"
"860","Slow","WEB","1","E","None","OTHER",27,"OTHER",7,4,0,"None Required","YES","YES","Miss","YES","0","2018","12",28,"Friday","2019","7",5,"Friday","Business_Hour","afternoon","summer","F"
"861","Extremely Fast","PHONE","0","A","grade2","Lon All",66," AA Resort",14,4,0,"B","YES","NO","Mrs","YES","1","2018","12",29,"Saturday","2020","4",3,"Friday","Business_Hour","afternoon","spring","F"
"862","Slow","WEB","1","A","grade2","Lon Heathrow",33," AA Resort",10,1,3,"B","YES","NO","Mr","YES","0","2018","12",29,"Saturday","2019","8",11,"Sunday","Closed","night","summer","M"
"863","Slow","WEB","1","A","grade2","BH",66," AA Resort",14,3,2,"A","YES","NO","Mr","NO","0","2018","12",29,"Saturday","2020","4",4,"Saturday","Business_Hour","morning","spring","M"
"864","Fast","WEB","0","A","grade1","Lon Gat",33," AB",14,6,0,"A","YES","YES","Miss","NO","0","2018","12",29,"Saturday","2019","8",17,"Saturday","Closed","night","summer","F"
"865","Slow","WEB","1","A","grade2","MCH",54," AB",7,4,0,"None Required","YES","NO","Mr","NO","0","2018","12",30,"Sunday","2020","1",16,"Thursday","Closed","morning","winter","M"
"866","Slow","WEB","0","B","grade2","OTHER",40," CC City",10,3,0,"None Required","YES","NO","Miss","YES","0","2018","12",31,"Monday","2019","10",7,"Monday","Business_Hour","morning","fall","F"
"867","Fast","PHONE","1","A","grade2","Lon All",85," AA Resort",14,1,1,"B","YES","NO","Ms","NO","1","2018","1",1,"Monday","2020","8",16,"Sunday","Business_Hour","afternoon","summer","F"
"868","Fast","PHONE","1","A","grade3","Lon All",30," AB",17,2,1,"A","YES","YES","Mrs","YES","1","2018","1",2,"Tuesday","2019","7",31,"Wednesday","Business_Hour","night","summer","F"
"869","Extremely Fast","WEB","1","A","grade2","Lon Gat",76," DC Drive",14,2,0,"B","YES","NO","Mrs","YES","0","2018","1",3,"Wednesday","2020","6",16,"Tuesday","Business_Hour","morning","summer","F"
"870","Slow","WEB","1","E","None","MCH",67," JH Area",19,4,3,"A","YES","NO","Mr","NO","0","2018","1",5,"Friday","2020","4",15,"Wednesday","Business_Hour","afternoon","spring","M"
"871","Fast","PHONE","0","A","grade2","OTHER",27," DC Drive",14,2,2,"B","YES","NO","Ms","NO","1","2018","1",6,"Saturday","2019","7",10,"Wednesday","Business_Hour","morning","summer","F"
"872","Slow","WEB","0","A","grade1","Lon All",82," JH Area",14,4,0,"A","YES","YES","Mrs","YES","0","2018","1",7,"Sunday","2020","8",1,"Saturday","Business_Hour","morning","summer","F"
"873","Slow","WEB","1","A","grade1","Lon All",27," PP Area",14,7,1,"None Required","YES","YES","Miss","NO","0","2018","1",8,"Monday","2019","7",13,"Saturday","Business_Hour","night","summer","F"
"874","Slow","WEB","1","A","grade2","MCH",83," NM AB Resort",14,3,1,"B","YES","NO","Miss","YES","0","2018","1",9,"Tuesday","2020","8",5,"Wednesday","Business_Hour","morning","summer","F"
"875","Slow","WEB","1","D","None","MCH",45,"OTHER",14,2,0,"None Required","YES","YES","Mr","YES","0","2018","1",10,"Wednesday","2019","11",16,"Saturday","Business_Hour","afternoon","fall","M"
"876","Slow","WEB","1","A","grade2","Lon All",34," AA Resort",14,2,2,"B","YES","NO","Mr","YES","0","2018","1",11,"Thursday","2019","8",26,"Monday","Business_Hour","morning","summer","M"
"877","Fast","PHONE","1","A","grade1","BH",31," PP Area",14,6,2,"A","YES","YES","Ms","YES","1","2018","1",12,"Friday","2019","8",17,"Saturday","Business_Hour","night","summer","F"
"878","Extremely Fast","PHONE","1","E","None","MCH",72," AB",14,6,2,"None Required","YES","NO","Mrs","YES","1","2018","1",13,"Saturday","2020","5",29,"Friday","Business_Hour","morning","spring","F"
"879","Fast","WEB","1","B","None","Lon Heathrow",35," SF",12,2,0,"B","YES","YES","Miss","NO","0","2018","1",14,"Sunday","2019","9",11,"Wednesday","Business_Hour","afternoon","fall","F"
"880","Extremely Fast","PHONE","1","B","grade2","Lon All",50," LV",6,2,0,"None Required","YES","NO","Mrs","NO","1","2018","1",15,"Monday","2019","12",27,"Friday","Business_Hour","morning","winter","F"
"881","Fast","WEB","0","A","grade2","GG",12," PP Area",14,2,0,"B","YES","YES","Miss","YES","0","2018","1",16,"Tuesday","2019","4",1,"Monday","Business_Hour","afternoon","spring","F"
"882","Fast","PHONE","0","C","grade2","Lon All",46," DC Drive",14,2,0,"None Required","YES","NO","Mrs","YES","1","2018","1",17,"Wednesday","2019","11",28,"Thursday","Business_Hour","afternoon","fall","F"
"883","Extremely Fast","PHONE","0","B","None","Lon All",34," SF",8,4,0,"B","YES","NO","Mrs","NO","1","2018","1",18,"Thursday","2019","9",6,"Friday","Business_Hour","afternoon","fall","F"
"884","Extremely Fast","WEB","0","B","None","OTHER",40," LA",8,4,0,"None Required","YES","NO","Mrs","YES","1","2018","1",19,"Friday","2019","10",15,"Tuesday","Closed","morning","fall","F"
"885","Slow","WEB","1","A","grade1","Lon All",32," JH Area",10,4,0,"None Required","YES","YES","Mr","NO","0","2018","1",21,"Sunday","2019","8",21,"Wednesday","Business_Hour","morning","summer","M"
"886","Fast","PHONE","0","A","grade2","MCH",19," NM AB Resort",14,2,0,"B","NO","NO","Mrs","NO","1","2018","1",22,"Monday","2019","5",25,"Saturday","Business_Hour","afternoon","spring","F"
"887","Extremely Fast","PHONE","0","D","grade2","MCH",31," AA Resort",14,3,1,"A","YES","NO","Mrs","NO","1","2018","1",23,"Tuesday","2019","8",11,"Sunday","Business_Hour","morning","summer","F"
"888","Extremely Fast","WEB","1","E","None","Lon Gat",64," AB",14,2,2,"A","YES","YES","Mrs","YES","0","2018","1",24,"Wednesday","2020","4",4,"Saturday","Closed","morning","spring","F"
"889","Slow","WEB","1","E","None","Lon All",14,"OTHER",14,2,0,"A","YES","NO","Miss","YES","0","2018","1",25,"Thursday","2019","4",14,"Sunday","Business_Hour","afternoon","spring","F"
"890","Extremely Fast","WEB","1","A","grade1","MCH",40," JH Area",14,6,1,"A","YES","YES","Mrs","NO","1","2018","1",26,"Friday","2019","10",19,"Saturday","Business_Hour","afternoon","fall","F"
"891","Slow","WEB","1","A","grade3","Lon Gat",39," JH Area",14,5,0,"None Required","YES","NO","Mr","NO","0","2018","1",27,"Saturday","2019","10",18,"Friday","Business_Hour","morning","fall","M"
"892","Slow","WEB","1","A","grade1","MCH",71," JH Area",14,4,2,"A","YES","NO","Miss","NO","0","2018","1",28,"Sunday","2020","5",24,"Sunday","Business_Hour","night","spring","F"
"893","Extremely Fast","WEB","1","A","grade2","Lon All",32," AA Resort",10,3,4,"B","YES","NO","Mrs","NO","0","2018","1",29,"Monday","2019","8",25,"Sunday","Closed","night","summer","F"
"894","Fast","PHONE","0","D","None","MCH",74," DC Drive",7,2,0,"B","YES","YES","Mrs","YES","1","2018","1",30,"Tuesday","2020","6",15,"Monday","Business_Hour","morning","summer","F"
"895","Slow","WEB","1","A","grade1","GG",17," AB",14,4,0,"A","YES","YES","Mrs","YES","0","2018","1",31,"Wednesday","2019","5",18,"Saturday","Closed","night","spring","F"
"896","Slow","WEB","1","A","grade3","Lon All",4," IO Vista",7,2,0,"A","YES","NO","Mr","NO","0","2018","2",1,"Thursday","2019","2",15,"Friday","Business_Hour","afternoon","winter","M"
"897","Slow","WEB","0","C","grade1","Lon All",6," AB",14,2,0,"None Required","NO","NO","Mr","NO","0","2018","2",2,"Friday","2019","3",1,"Friday","Business_Hour","afternoon","spring","M"
"898","Extremely Fast","WEB","1","B","None","MCH",63," AB",14,4,0,"A","YES","YES","Mrs","NO","1","2018","2",3,"Saturday","2020","4",2,"Thursday","Closed","morning","spring","F"
"899","Extremely Fast","WEB","1","A","grade2","MCH",30," DC Drive",14,3,0,"B","YES","YES","Mrs","NO","0","2018","2",4,"Sunday","2019","8",13,"Tuesday","Closed","night","summer","F"
"900","Slow","WEB","1","E","None","Lon Gat",13," AB",7,2,0,"None Required","YES","YES","Mr","YES","0","2018","2",5,"Monday","2019","4",18,"Thursday","Closed","morning","spring","M"
"901","Slow","WEB","0","B","None","MCH",76," CC City",6,3,0,"B","YES","YES","Mr","YES","0","2018","2",6,"Tuesday","2020","6",30,"Tuesday","Business_Hour","morning","summer","M"
"902","Fast","PHONE","1","A","grade2","Lon Gat",89," NM AB Resort",14,5,2,"B","YES","NO","Mrs","YES","1","2018","2",7,"Wednesday","2020","10",5,"Monday","Business_Hour","morning","fall","F"
"903","Extremely Fast","PHONE","1","B","grade2","MCH",12,"OTHER",10,3,0,"A","YES","NO","Mrs","NO","1","2018","2",8,"Thursday","2019","4",20,"Saturday","Closed","morning","spring","F"
"904","Slow","WEB","1","A","grade1","Lon Gat",39," JH Area",14,4,0,"A","YES","NO","Mrs","NO","0","2018","2",9,"Friday","2019","10",20,"Sunday","Business_Hour","afternoon","fall","F"
"905","Slow","WEB","1","B","None","Lon All",83," LV",9,2,0,"B","YES","NO","Mr","YES","0","2018","2",10,"Saturday","2020","8",27,"Thursday","Business_Hour","afternoon","summer","M"
"906","Extremely Fast","WEB","1","C","grade1","Lon All",99," JH Area",21,5,3,"A","YES","NO","Mrs","YES","0","2018","2",11,"Sunday","2020","12",18,"Friday","Closed","night","winter","F"
"907","Slow","WEB","1","A","grade1","GG",89," AB",14,4,2,"None Required","YES","NO","Mr","NO","0","2018","2",12,"Monday","2020","10",7,"Wednesday","Business_Hour","afternoon","fall","M"
"908","Slow","WEB","0","A","grade1","Lon All",38," PP Area",7,4,5,"None Required","YES","NO","Mr","NO","0","2018","2",13,"Tuesday","2019","10",18,"Friday","Closed","morning","fall","M"
"909","Slow","WEB","1","A","grade1","MCH",83," JH Area",14,4,3,"A","YES","NO","Mr","NO","0","2018","2",14,"Wednesday","2020","8",24,"Monday","Business_Hour","morning","summer","M"
"910","Extremely Fast","WEB","1","A","grade1","MCH",65," JH Area",14,2,0,"A","YES","NO","Mrs","NO","0","2018","2",15,"Thursday","2020","4",21,"Tuesday","Business_Hour","morning","spring","F"
"911","Extremely Fast","WEB","1","B","None","MCH",21," CC City",7,2,0,"None Required","YES","NO","Mrs","NO","1","2018","2",16,"Friday","2019","6",22,"Saturday","Business_Hour","morning","summer","F"
"912","Slow","WEB","0","A","grade1","GG",36," AB",14,4,0,"A","YES","YES","Miss","NO","0","2018","2",18,"Sunday","2019","10",5,"Saturday","Business_Hour","night","fall","F"
"913","Extremely Fast","WEB","1","A","grade1","MCH",91," JH Area",14,2,1,"None Required","YES","NO","Mrs","NO","0","2018","2",19,"Monday","2020","10",27,"Tuesday","Closed","morning","fall","F"
"914","Slow","WEB","1","A","grade2","MCH",9," AA Resort",10,2,2,"B","YES","NO","Mr","NO","0","2018","2",20,"Tuesday","2019","4",6,"Saturday","Business_Hour","morning","spring","M"
"915","Slow","WEB","0","D","None","GG",47," LH",3,2,1,"B","YES","NO","Mr","NO","0","2018","2",21,"Wednesday","2019","12",27,"Friday","Business_Hour","morning","winter","M"
"916","Slow","WEB","0","A","grade1","Lon All",29," JH Area",14,5,0,"None Required","NO","NO","Mr","NO","0","2018","2",22,"Thursday","2019","8",24,"Saturday","Business_Hour","afternoon","summer","M"
"917","Slow","WEB","1","A","grade1","Lon All",76," JH Area",28,4,1,"A","YES","NO","Mr","NO","0","2018","2",23,"Friday","2020","7",14,"Tuesday","Closed","morning","summer","M"
